Pair: (PDFBOX-77, PDFBOX-61), Cosine Score: 0.9405890703201294, Label: 1
Pair: (PDFBOX-2471, PDFBOX-47), Cosine Score: 0.8685756921768188, Label: 0
Pair: (PDFBOX-2882, PDFBOX-531), Cosine Score: 0.5792495012283325, Label: 0
Pair: (PDFBOX-2999, PDFBOX-1409), Cosine Score: 0.5257881879806519, Label: 0
Pair: (PDFBOX-850, PDFBOX-2534), Cosine Score: 0.7658014893531799, Label: 0
Pair: (PDFBOX-1003, PDFBOX-2991), Cosine Score: 0.7545196413993835, Label: 0
Pair: (PDFBOX-1080, PDFBOX-696), Cosine Score: 0.8317725658416748, Label: 0
Pair: (PDFBOX-2843, PDFBOX-485), Cosine Score: 0.8545911312103271, Label: 0
Pair: (PDFBOX-2547, PDFBOX-43), Cosine Score: 0.8923299908638, Label: 0
Pair: (PDFBOX-337, PDFBOX-1153), Cosine Score: 0.7144686579704285, Label: 0
Pair: (PDFBOX-1267, PDFBOX-2433), Cosine Score: 0.8695352673530579, Label: 0
Pair: (PDFBOX-1196, PDFBOX-971), Cosine Score: 0.6910502910614014, Label: 0
Pair: (PDFBOX-925, PDFBOX-2964), Cosine Score: 0.765324056148529, Label: 0
Pair: (PDFBOX-492, PDFBOX-1424), Cosine Score: 0.6952158808708191, Label: 0
Pair: (PDFBOX-759, PDFBOX-1681), Cosine Score: 0.7842323184013367, Label: 0
Pair: (PDFBOX-2637, PDFBOX-59), Cosine Score: 0.8513070940971375, Label: 0
Pair: (PDFBOX-1972, PDFBOX-101), Cosine Score: 0.6333947777748108, Label: 0
Pair: (PDFBOX-2084, PDFBOX-2338), Cosine Score: 0.8483007550239563, Label: 0
Pair: (PDFBOX-989, PDFBOX-1685), Cosine Score: 0.7416938543319702, Label: 0
Pair: (PDFBOX-981, PDFBOX-1106), Cosine Score: 0.8813099265098572, Label: 0
Pair: (PDFBOX-959, PDFBOX-1696), Cosine Score: 0.7366040349006653, Label: 0
Pair: (PDFBOX-1244, PDFBOX-1149), Cosine Score: 0.9511664509773254, Label: 0
Pair: (PDFBOX-1169, PDFBOX-716), Cosine Score: 0.784646213054657, Label: 0
Pair: (PDFBOX-441, PDFBOX-2188), Cosine Score: 0.8242292404174805, Label: 0
Pair: (PDFBOX-4, PDFBOX-2052), Cosine Score: 0.8315326571464539, Label: 0
Pair: (PDFBOX-2255, PDFBOX-2001), Cosine Score: 0.8674030303955078, Label: 0
Pair: (PDFBOX-839, PDFBOX-2083), Cosine Score: 0.7086668014526367, Label: 0
Pair: (PDFBOX-2794, PDFBOX-2143), Cosine Score: 0.8687758445739746, Label: 0
Pair: (PDFBOX-3106, PDFBOX-644), Cosine Score: 0.7905688285827637, Label: 0
Pair: (PDFBOX-1983, PDFBOX-2247), Cosine Score: 0.8245143890380859, Label: 0
Pair: (PDFBOX-2750, PDFBOX-2330), Cosine Score: 0.7999016642570496, Label: 0
Pair: (PDFBOX-1878, PDFBOX-2489), Cosine Score: 0.8666452765464783, Label: 0
Pair: (PDFBOX-1471, PDFBOX-2652), Cosine Score: 0.6708163022994995, Label: 0
Pair: (PDFBOX-2692, PDFBOX-3190), Cosine Score: 0.8572565317153931, Label: 0
Pair: (PDFBOX-1885, PDFBOX-1988), Cosine Score: 0.890909731388092, Label: 0
Pair: (PDFBOX-135, PDFBOX-579), Cosine Score: 0.8965717554092407, Label: 0
Pair: (PDFBOX-1218, PDFBOX-2578), Cosine Score: 0.6913524270057678, Label: 0
Pair: (PDFBOX-1346, PDFBOX-3056), Cosine Score: 0.7980480194091797, Label: 0
Pair: (PDFBOX-382, PDFBOX-2561), Cosine Score: 0.8410165309906006, Label: 0
Pair: (PDFBOX-1187, PDFBOX-834), Cosine Score: 0.8884875774383545, Label: 0
Pair: (PDFBOX-2184, PDFBOX-2144), Cosine Score: 0.9032692313194275, Label: 0
Pair: (PDFBOX-737, PDFBOX-1755), Cosine Score: 0.8015799522399902, Label: 0
Pair: (PDFBOX-1327, PDFBOX-2787), Cosine Score: 0.8379105925559998, Label: 0
Pair: (PDFBOX-2649, PDFBOX-487), Cosine Score: 0.8216676115989685, Label: 0
Pair: (PDFBOX-2505, PDFBOX-3205), Cosine Score: 0.9049973487854004, Label: 0
Pair: (PDFBOX-620, PDFBOX-97), Cosine Score: 0.8980047106742859, Label: 0
Pair: (PDFBOX-803, PDFBOX-142), Cosine Score: 0.9231801629066467, Label: 0
Pair: (PDFBOX-2592, PDFBOX-644), Cosine Score: 0.8112424612045288, Label: 0
Pair: (PDFBOX-1854, PDFBOX-3138), Cosine Score: 0.8605458736419678, Label: 0
Pair: (PDFBOX-438, PDFBOX-295), Cosine Score: 0.8413507342338562, Label: 0
Pair: (PDFBOX-2080, PDFBOX-1852), Cosine Score: 0.8774989247322083, Label: 0
Pair: (PDFBOX-365, PDFBOX-276), Cosine Score: 0.9444301724433899, Label: 0
Pair: (PDFBOX-2944, PDFBOX-2822), Cosine Score: 0.8291268348693848, Label: 0
Pair: (PDFBOX-2753, PDFBOX-556), Cosine Score: 0.7734794020652771, Label: 0
Pair: (PDFBOX-2952, PDFBOX-1275), Cosine Score: 0.8494920134544373, Label: 0
Pair: (PDFBOX-315, PDFBOX-791), Cosine Score: 0.8742750883102417, Label: 0
Pair: (PDFBOX-3078, PDFBOX-175), Cosine Score: 0.7006030678749084, Label: 0
Pair: (PDFBOX-748, PDFBOX-2970), Cosine Score: 0.7806071639060974, Label: 0
Pair: (PDFBOX-2243, PDFBOX-2968), Cosine Score: 0.7924529910087585, Label: 0
Pair: (PDFBOX-2630, PDFBOX-2348), Cosine Score: 0.6702365875244141, Label: 0
Pair: (PDFBOX-2029, PDFBOX-825), Cosine Score: 0.7901670336723328, Label: 0
Pair: (PDFBOX-1507, PDFBOX-941), Cosine Score: 0.9345816373825073, Label: 0
Pair: (PDFBOX-731, PDFBOX-754), Cosine Score: 0.6248653531074524, Label: 0
Pair: (PDFBOX-526, PDFBOX-2944), Cosine Score: 0.6971803307533264, Label: 0
Pair: (PDFBOX-1005, PDFBOX-3002), Cosine Score: 0.6813694834709167, Label: 0
Pair: (PDFBOX-2950, PDFBOX-118), Cosine Score: 0.9133144617080688, Label: 0
Pair: (PDFBOX-876, PDFBOX-1922), Cosine Score: 0.8711840510368347, Label: 0
Pair: (PDFBOX-298, PDFBOX-1235), Cosine Score: 0.9260571002960205, Label: 0
Pair: (PDFBOX-2251, PDFBOX-1671), Cosine Score: 0.9353058338165283, Label: 0
Pair: (PDFBOX-1091, PDFBOX-940), Cosine Score: 0.9229820370674133, Label: 0
Pair: (PDFBOX-3139, PDFBOX-1436), Cosine Score: 0.8816906213760376, Label: 0
Pair: (PDFBOX-1450, PDFBOX-2062), Cosine Score: 0.7846888899803162, Label: 0
Pair: (PDFBOX-2251, PDFBOX-650), Cosine Score: 0.8312029242515564, Label: 0
Pair: (PDFBOX-1972, PDFBOX-3113), Cosine Score: 0.6720845699310303, Label: 0
Pair: (PDFBOX-2631, PDFBOX-838), Cosine Score: 0.7786537408828735, Label: 0
Pair: (PDFBOX-2960, PDFBOX-3098), Cosine Score: 0.8172731399536133, Label: 0
Pair: (PDFBOX-335, PDFBOX-1928), Cosine Score: 0.7760039567947388, Label: 0
Pair: (PDFBOX-2334, PDFBOX-2670), Cosine Score: 0.8628096580505371, Label: 0
Pair: (PDFBOX-82, PDFBOX-3107), Cosine Score: 0.8992577195167542, Label: 0
Pair: (PDFBOX-1317, PDFBOX-2408), Cosine Score: 0.866024911403656, Label: 0
