Pair: (MNG-341, MNG-105), Cosine Score: 0.9236359596252441, Label: 1
Pair: (MNG-524, MNG-3591), Cosine Score: 0.7458562254905701, Label: 0
Pair: (MNG-5498, MNG-3686), Cosine Score: 0.8243823647499084, Label: 0
Pair: (MNG-5904, MNG-1140), Cosine Score: 0.6607838869094849, Label: 0
Pair: (MNG-3786, MNG-4420), Cosine Score: 0.42217323184013367, Label: 0
Pair: (MNG-859, MNG-3373), Cosine Score: 0.7304100394248962, Label: 0
Pair: (MNG-2650, MNG-2856), Cosine Score: 0.8043193817138672, Label: 0
Pair: (MNG-4190, MNG-5090), Cosine Score: 0.6517789959907532, Label: 0
Pair: (MNG-4293, MNG-3960), Cosine Score: 0.7660731673240662, Label: 0
Pair: (MNG-4362, MNG-3917), Cosine Score: 0.7143360376358032, Label: 0
Pair: (MNG-4685, MNG-2934), Cosine Score: 0.8132773637771606, Label: 0
Pair: (MNG-4215, MNG-2749), Cosine Score: 0.7305716872215271, Label: 0
Pair: (MNG-4737, MNG-2048), Cosine Score: 0.7541238069534302, Label: 0
Pair: (MNG-3892, MNG-5382), Cosine Score: 0.6009949445724487, Label: 0
Pair: (MNG-3188, MNG-5188), Cosine Score: 0.48414215445518494, Label: 0
Pair: (MNG-3390, MNG-2906), Cosine Score: 0.7851130962371826, Label: 0
Pair: (MNG-2321, MNG-4657), Cosine Score: 0.6101185083389282, Label: 0
Pair: (MNG-506, MNG-3490), Cosine Score: 0.6111867427825928, Label: 0
Pair: (MNG-599, MNG-4832), Cosine Score: 0.8076839447021484, Label: 0
Pair: (MNG-2085, MNG-1577), Cosine Score: 0.7422244548797607, Label: 0
Pair: (MNG-5693, MNG-3014), Cosine Score: 0.5699799656867981, Label: 0
Pair: (MNG-5387, MNG-2683), Cosine Score: 0.7005825638771057, Label: 0
Pair: (MNG-5851, MNG-2881), Cosine Score: 0.6241642832756042, Label: 0
Pair: (MNG-856, MNG-2569), Cosine Score: 0.4733654856681824, Label: 0
Pair: (MNG-2484, MNG-2874), Cosine Score: 0.6874281167984009, Label: 0
Pair: (MNG-1760, MNG-5654), Cosine Score: 0.6544652581214905, Label: 0
Pair: (MNG-287, MNG-3666), Cosine Score: 0.7874307036399841, Label: 0
Pair: (MNG-2883, MNG-686), Cosine Score: 0.5684838891029358, Label: 0
Pair: (MNG-223, MNG-2038), Cosine Score: 0.8138192296028137, Label: 0
Pair: (MNG-4461, MNG-66), Cosine Score: 0.3007134795188904, Label: 0
Pair: (MNG-4855, MNG-545), Cosine Score: 0.6405739188194275, Label: 0
Pair: (MNG-2491, MNG-4040), Cosine Score: 0.8110228180885315, Label: 0
Pair: (MNG-5697, MNG-5401), Cosine Score: 0.7664170265197754, Label: 0
Pair: (MNG-766, MNG-276), Cosine Score: 0.4072607457637787, Label: 0
Pair: (MNG-588, MNG-2750), Cosine Score: 0.494116872549057, Label: 0
Pair: (MNG-1886, MNG-4418), Cosine Score: 0.5446606874465942, Label: 0
Pair: (MNG-2151, MNG-3862), Cosine Score: 0.5596314072608948, Label: 0
Pair: (MNG-4763, MNG-5743), Cosine Score: 0.6896888017654419, Label: 0
Pair: (MNG-4372, MNG-2214), Cosine Score: 0.7726552486419678, Label: 0
Pair: (MNG-1620, MNG-4859), Cosine Score: 0.6638553738594055, Label: 0
Pair: (MNG-4318, MNG-2817), Cosine Score: 0.7389112114906311, Label: 0
Pair: (MNG-4282, MNG-4891), Cosine Score: 0.8138290643692017, Label: 0
Pair: (MNG-802, MNG-3290), Cosine Score: 0.6596589088439941, Label: 0
Pair: (MNG-2631, MNG-4514), Cosine Score: 0.8032611012458801, Label: 0
Pair: (MNG-5140, MNG-5123), Cosine Score: 0.6521837115287781, Label: 0
Pair: (MNG-4791, MNG-4787), Cosine Score: 0.7604660987854004, Label: 0
Pair: (MNG-3438, MNG-2469), Cosine Score: 0.6822053790092468, Label: 0
Pair: (MNG-4998, MNG-5375), Cosine Score: 0.7211354970932007, Label: 0
Pair: (MNG-4896, MNG-4832), Cosine Score: 0.676533043384552, Label: 0
Pair: (MNG-2672, MNG-770), Cosine Score: 0.6280022859573364, Label: 0
Pair: (MNG-245, MNG-2528), Cosine Score: 0.6168321371078491, Label: 0
Pair: (MNG-2286, MNG-3203), Cosine Score: 0.6079270243644714, Label: 0
Pair: (MNG-3690, MNG-5836), Cosine Score: 0.3992935121059418, Label: 0
Pair: (MNG-5738, MNG-2513), Cosine Score: 0.7433933019638062, Label: 0
Pair: (MNG-3409, MNG-2943), Cosine Score: 0.4288300573825836, Label: 0
Pair: (MNG-5929, MNG-623), Cosine Score: 0.5137195587158203, Label: 0
Pair: (MNG-2106, MNG-2765), Cosine Score: 0.6911791563034058, Label: 0
Pair: (MNG-2033, MNG-4100), Cosine Score: 0.6821720004081726, Label: 0
Pair: (MNG-4837, MNG-4133), Cosine Score: 0.5801190137863159, Label: 0
Pair: (MNG-3652, MNG-239), Cosine Score: 0.5913494825363159, Label: 0
Pair: (MNG-4200, MNG-3049), Cosine Score: 0.7665732502937317, Label: 0
Pair: (MNG-3494, MNG-3508), Cosine Score: 0.44750431180000305, Label: 0
Pair: (MNG-754, MNG-5720), Cosine Score: 0.7053004503250122, Label: 0
Pair: (MNG-3430, MNG-5411), Cosine Score: 0.6416157484054565, Label: 0
Pair: (MNG-2719, MNG-88), Cosine Score: 0.713904619216919, Label: 0
Pair: (MNG-3585, MNG-3523), Cosine Score: 0.7492648959159851, Label: 0
Pair: (MNG-4926, MNG-4987), Cosine Score: 0.6393249034881592, Label: 0
Pair: (MNG-3727, MNG-1899), Cosine Score: 0.5314289331436157, Label: 0
Pair: (MNG-2162, MNG-2242), Cosine Score: 0.7769079804420471, Label: 0
Pair: (MNG-5343, MNG-3137), Cosine Score: 0.7702652812004089, Label: 0
Pair: (MNG-588, MNG-732), Cosine Score: 0.6997002363204956, Label: 0
Pair: (MNG-4211, MNG-5503), Cosine Score: 0.7761757373809814, Label: 0
Pair: (MNG-5947, MNG-5805), Cosine Score: 0.7383877635002136, Label: 0
Pair: (MNG-5694, MNG-2368), Cosine Score: 0.6687363386154175, Label: 0
Pair: (MNG-300, MNG-783), Cosine Score: 0.6913644671440125, Label: 0
Pair: (MNG-4317, MNG-4847), Cosine Score: 0.7178436517715454, Label: 0
Pair: (MNG-4155, MNG-4739), Cosine Score: 0.6830316781997681, Label: 0
Pair: (MNG-3347, MNG-523), Cosine Score: 0.79002845287323, Label: 0
Pair: (MNG-190, MNG-505), Cosine Score: 0.4777206778526306, Label: 0
Pair: (MNG-3553, MNG-4898), Cosine Score: 0.9163427948951721, Label: 0
Pair: (MNG-2699, MNG-5283), Cosine Score: 0.8062472343444824, Label: 0
Pair: (MNG-2012, MNG-2165), Cosine Score: 0.8024722933769226, Label: 0
Pair: (MNG-3434, MNG-5580), Cosine Score: 0.9052940607070923, Label: 0
Pair: (MNG-2502, MNG-3279), Cosine Score: 0.6396030187606812, Label: 0
Pair: (MNG-5166, MNG-3255), Cosine Score: 0.8213117122650146, Label: 0
Pair: (MNG-4344, MNG-5881), Cosine Score: 0.763883113861084, Label: 0
Pair: (MNG-4917, MNG-4748), Cosine Score: 0.7577921152114868, Label: 0
Pair: (MNG-2511, MNG-2805), Cosine Score: 0.6182064414024353, Label: 0
Pair: (MNG-865, MNG-4935), Cosine Score: 0.5818450450897217, Label: 0
Pair: (MNG-4392, MNG-3366), Cosine Score: 0.6207512021064758, Label: 0
Pair: (MNG-1491, MNG-3077), Cosine Score: 0.7434932589530945, Label: 0
Pair: (MNG-3864, MNG-4404), Cosine Score: 0.4020501673221588, Label: 0
Pair: (MNG-3052, MNG-814), Cosine Score: 0.4242892861366272, Label: 0
Pair: (MNG-4862, MNG-3770), Cosine Score: 0.7346634864807129, Label: 0
Pair: (MNG-138, MNG-2875), Cosine Score: 0.3848456144332886, Label: 0
Pair: (MNG-2339, MNG-1138), Cosine Score: 0.5753361582756042, Label: 0
Pair: (MNG-5289, MNG-1317), Cosine Score: 0.8718298077583313, Label: 0
Pair: (MNG-2048, MNG-2891), Cosine Score: 0.6502007246017456, Label: 0
Pair: (MNG-3091, MNG-4540), Cosine Score: 0.6897615194320679, Label: 0
Pair: (MNG-5035, MNG-4571), Cosine Score: 0.8212912082672119, Label: 0
Pair: (MNG-4372, MNG-2390), Cosine Score: 0.7549708485603333, Label: 0
Pair: (MNG-4568, MNG-2763), Cosine Score: 0.783545196056366, Label: 0
Pair: (MNG-4353, MNG-5728), Cosine Score: 0.7356834411621094, Label: 0
Pair: (MNG-5030, MNG-1323), Cosine Score: 0.6714006662368774, Label: 0
Pair: (MNG-135, MNG-2939), Cosine Score: 0.5285443067550659, Label: 0
Pair: (MNG-87, MNG-4542), Cosine Score: 0.7968664169311523, Label: 0
Pair: (MNG-3782, MNG-905), Cosine Score: 0.7128223180770874, Label: 0
Pair: (MNG-2252, MNG-3589), Cosine Score: 0.6110436916351318, Label: 0
Pair: (MNG-1271, MNG-5156), Cosine Score: 0.773472249507904, Label: 0
Pair: (MNG-5770, MNG-5305), Cosine Score: 0.6099478602409363, Label: 0
Pair: (MNG-2069, MNG-4009), Cosine Score: 0.6200072765350342, Label: 0
Pair: (MNG-4226, MNG-4883), Cosine Score: 0.6424636840820312, Label: 0
Pair: (MNG-1323, MNG-539), Cosine Score: 0.6685718894004822, Label: 0
Pair: (MNG-1992, MNG-5713), Cosine Score: 0.5898429751396179, Label: 0
Pair: (MNG-941, MNG-3139), Cosine Score: 0.8125659227371216, Label: 0
Pair: (MNG-545, MNG-5872), Cosine Score: 0.5424320101737976, Label: 0
Pair: (MNG-5039, MNG-3383), Cosine Score: 0.7594137787818909, Label: 0
Pair: (MNG-3640, MNG-2747), Cosine Score: 0.8921392560005188, Label: 0
Pair: (MNG-1011, MNG-58), Cosine Score: 0.646980345249176, Label: 0
Pair: (MNG-2186, MNG-894), Cosine Score: 0.817429780960083, Label: 0
Pair: (MNG-57, MNG-129), Cosine Score: 0.8191302418708801, Label: 0
Pair: (MNG-2026, MNG-4509), Cosine Score: 0.6312196254730225, Label: 0
Pair: (MNG-2816, MNG-4400), Cosine Score: 0.7750905752182007, Label: 0
Pair: (MNG-5300, MNG-3452), Cosine Score: 0.77603679895401, Label: 0
Pair: (MNG-4722, MNG-2299), Cosine Score: 0.764768123626709, Label: 0
Pair: (MNG-4827, MNG-3983), Cosine Score: 0.3384116291999817, Label: 0
Pair: (MNG-2677, MNG-3391), Cosine Score: 0.8821514248847961, Label: 0
Pair: (MNG-2211, MNG-5691), Cosine Score: 0.751037061214447, Label: 0
Pair: (MNG-2656, MNG-157), Cosine Score: 0.6780855655670166, Label: 0
Pair: (MNG-3563, MNG-246), Cosine Score: 0.6051483750343323, Label: 0
Pair: (MNG-391, MNG-4466), Cosine Score: 0.7080134153366089, Label: 0
Pair: (MNG-4380, MNG-2558), Cosine Score: 0.7665720582008362, Label: 0
Pair: (MNG-4093, MNG-2506), Cosine Score: 0.78733891248703, Label: 0
Pair: (MNG-5543, MNG-3266), Cosine Score: 0.7590838670730591, Label: 0
Pair: (MNG-5528, MNG-2127), Cosine Score: 0.6726694107055664, Label: 0
Pair: (MNG-2166, MNG-4499), Cosine Score: 0.6713318824768066, Label: 0
Pair: (MNG-2302, MNG-5087), Cosine Score: 0.6415690779685974, Label: 0
Pair: (MNG-77, MNG-463), Cosine Score: 0.7075597643852234, Label: 0
Pair: (MNG-2496, MNG-1094), Cosine Score: 0.763418972492218, Label: 0
Pair: (MNG-487, MNG-3226), Cosine Score: 0.6400416493415833, Label: 0
Pair: (MNG-5182, MNG-637), Cosine Score: 0.7436444163322449, Label: 0
Pair: (MNG-2342, MNG-5877), Cosine Score: 0.7815484404563904, Label: 0
Pair: (MNG-1094, MNG-613), Cosine Score: 0.7796005606651306, Label: 0
Pair: (MNG-2211, MNG-2198), Cosine Score: 0.6671274900436401, Label: 0
Pair: (MNG-4576, MNG-2613), Cosine Score: 0.800309956073761, Label: 0
Pair: (MNG-2725, MNG-2812), Cosine Score: 0.46776601672172546, Label: 0
Pair: (MNG-5846, MNG-256), Cosine Score: 0.7919750213623047, Label: 0
Pair: (MNG-4554, MNG-5098), Cosine Score: 0.6222025752067566, Label: 0
Pair: (MNG-3628, MNG-4808), Cosine Score: 0.7590278387069702, Label: 0
Pair: (MNG-5609, MNG-528), Cosine Score: 0.607367753982544, Label: 0
Pair: (MNG-566, MNG-291), Cosine Score: 0.7634562253952026, Label: 0
Pair: (MNG-3300, MNG-1497), Cosine Score: 0.8260901570320129, Label: 0
Pair: (MNG-4182, MNG-4828), Cosine Score: 0.6599281430244446, Label: 0
Pair: (MNG-153, MNG-3490), Cosine Score: 0.6202932000160217, Label: 0
Pair: (MNG-5847, MNG-1265), Cosine Score: 0.7083483338356018, Label: 0
Pair: (MNG-3564, MNG-3148), Cosine Score: 0.7463703751564026, Label: 0
Pair: (MNG-3170, MNG-1890), Cosine Score: 0.70871901512146, Label: 0
Pair: (MNG-2235, MNG-2870), Cosine Score: 0.6891778111457825, Label: 0
Pair: (MNG-5039, MNG-2546), Cosine Score: 0.6512212753295898, Label: 0
Pair: (MNG-3070, MNG-4601), Cosine Score: 0.521528422832489, Label: 0
Pair: (MNG-5884, MNG-4950), Cosine Score: 0.7377660870552063, Label: 0
Pair: (MNG-1932, MNG-3186), Cosine Score: 0.6178846955299377, Label: 0
Pair: (MNG-1945, MNG-2225), Cosine Score: 0.7127406001091003, Label: 0
Pair: (MNG-5205, MNG-3708), Cosine Score: 0.4417509436607361, Label: 0
Pair: (MNG-4372, MNG-29), Cosine Score: 0.5047683119773865, Label: 0
Pair: (MNG-2553, MNG-5703), Cosine Score: 0.6440813541412354, Label: 0
Pair: (MNG-2727, MNG-5857), Cosine Score: 0.7085066437721252, Label: 0
Pair: (MNG-1419, MNG-908), Cosine Score: 0.4777427315711975, Label: 0
Pair: (MNG-4554, MNG-4008), Cosine Score: 0.7238064408302307, Label: 0
Pair: (MNG-5376, MNG-1381), Cosine Score: 0.4182645380496979, Label: 0
Pair: (MNG-4338, MNG-2117), Cosine Score: 0.7570177316665649, Label: 0
Pair: (MNG-2783, MNG-5836), Cosine Score: 0.6581111550331116, Label: 0
Pair: (MNG-4773, MNG-4208), Cosine Score: 0.6921921968460083, Label: 0
Pair: (MNG-2323, MNG-5133), Cosine Score: 0.8224411606788635, Label: 0
Pair: (MNG-4043, MNG-1250), Cosine Score: 0.804099977016449, Label: 0
Pair: (MNG-4498, MNG-2218), Cosine Score: 0.5496129393577576, Label: 0
Pair: (MNG-5366, MNG-772), Cosine Score: 0.7377332448959351, Label: 0
Pair: (MNG-724, MNG-2784), Cosine Score: 0.6356157660484314, Label: 0
Pair: (MNG-5608, MNG-5228), Cosine Score: 0.8283509612083435, Label: 0
Pair: (MNG-2878, MNG-1997), Cosine Score: 0.7896722555160522, Label: 0
Pair: (MNG-1414, MNG-1177), Cosine Score: 0.7289440631866455, Label: 0
Pair: (MNG-3212, MNG-3173), Cosine Score: 0.4311628043651581, Label: 0
Pair: (MNG-3159, MNG-4572), Cosine Score: 0.8204609751701355, Label: 0
Pair: (MNG-2903, MNG-2562), Cosine Score: 0.6161410212516785, Label: 0
Pair: (MNG-572, MNG-1281), Cosine Score: 0.7296638488769531, Label: 0
Pair: (MNG-5115, MNG-5696), Cosine Score: 0.7938103675842285, Label: 0
Pair: (MNG-3726, MNG-2886), Cosine Score: 0.7596408724784851, Label: 0
Pair: (MNG-2847, MNG-542), Cosine Score: 0.26485276222229004, Label: 0
Pair: (MNG-714, MNG-5755), Cosine Score: 0.649776041507721, Label: 0
Pair: (MNG-5377, MNG-3280), Cosine Score: 0.6856071949005127, Label: 0
Pair: (MNG-5645, MNG-2517), Cosine Score: 0.7871445417404175, Label: 0
Pair: (MNG-830, MNG-5808), Cosine Score: 0.6804649829864502, Label: 0
Pair: (MNG-2053, MNG-4202), Cosine Score: 0.8765713572502136, Label: 0
Pair: (MNG-2776, MNG-5136), Cosine Score: 0.7801581025123596, Label: 0
Pair: (MNG-3251, MNG-4793), Cosine Score: 0.8111816048622131, Label: 0
Pair: (MNG-3766, MNG-2903), Cosine Score: 0.6763004660606384, Label: 0
Pair: (MNG-70, MNG-520), Cosine Score: 0.8120326399803162, Label: 0
Pair: (MNG-4001, MNG-5174), Cosine Score: 0.849829375743866, Label: 0
Pair: (MNG-256, MNG-3917), Cosine Score: 0.6245278120040894, Label: 0
Pair: (MNG-78, MNG-4461), Cosine Score: 0.765399158000946, Label: 0
Pair: (MNG-5495, MNG-2218), Cosine Score: 0.702843189239502, Label: 0
Pair: (MNG-3884, MNG-3917), Cosine Score: 0.49311888217926025, Label: 0
Pair: (MNG-505, MNG-5845), Cosine Score: 0.7370529174804688, Label: 0
Pair: (MNG-5094, MNG-3526), Cosine Score: 0.8377163410186768, Label: 0
Pair: (MNG-1273, MNG-3588), Cosine Score: 0.7435634136199951, Label: 0
Pair: (MNG-175, MNG-2754), Cosine Score: 0.632519543170929, Label: 0
Pair: (MNG-5616, MNG-5193), Cosine Score: 0.7406155467033386, Label: 0
Pair: (MNG-3989, MNG-2750), Cosine Score: 0.5317423939704895, Label: 0
Pair: (MNG-4309, MNG-2598), Cosine Score: 0.7387928366661072, Label: 0
Pair: (MNG-2773, MNG-561), Cosine Score: 0.7884393334388733, Label: 0
Pair: (MNG-4144, MNG-1142), Cosine Score: 0.6695945262908936, Label: 0
Pair: (MNG-2618, MNG-4606), Cosine Score: 0.7864426970481873, Label: 0
Pair: (MNG-2188, MNG-2638), Cosine Score: 0.6236069202423096, Label: 0
Pair: (MNG-483, MNG-3826), Cosine Score: 0.7502314448356628, Label: 0
Pair: (MNG-5730, MNG-209), Cosine Score: 0.5526231527328491, Label: 0
Pair: (MNG-540, MNG-5002), Cosine Score: 0.8261851072311401, Label: 0
Pair: (MNG-4219, MNG-2281), Cosine Score: 0.6415518522262573, Label: 0
Pair: (MNG-869, MNG-4902), Cosine Score: 0.6704662442207336, Label: 0
Pair: (MNG-5356, MNG-1027), Cosine Score: 0.4264054000377655, Label: 0
Pair: (MNG-4009, MNG-5766), Cosine Score: 0.6026018857955933, Label: 0
Pair: (MNG-1880, MNG-5449), Cosine Score: 0.4946960210800171, Label: 0
Pair: (MNG-609, MNG-5470), Cosine Score: 0.7655696272850037, Label: 0
Pair: (MNG-2053, MNG-4221), Cosine Score: 0.73028165102005, Label: 0
Pair: (MNG-3282, MNG-3739), Cosine Score: 0.6183303594589233, Label: 0
Pair: (MNG-3793, MNG-1741), Cosine Score: 0.6694844961166382, Label: 0
Pair: (MNG-3621, MNG-2556), Cosine Score: 0.6770228147506714, Label: 0
Pair: (MNG-1123, MNG-1187), Cosine Score: 0.6099379658699036, Label: 0
Pair: (MNG-3553, MNG-2814), Cosine Score: 0.6004948019981384, Label: 0
Pair: (MNG-5155, MNG-5358), Cosine Score: 0.7912970781326294, Label: 0
Pair: (MNG-4237, MNG-2848), Cosine Score: 0.5600175857543945, Label: 0
Pair: (MNG-1525, MNG-3452), Cosine Score: 0.7058390378952026, Label: 0
Pair: (MNG-2925, MNG-2856), Cosine Score: 0.7124906182289124, Label: 0
Pair: (MNG-2541, MNG-2495), Cosine Score: 0.6371786594390869, Label: 0
Pair: (MNG-3634, MNG-1233), Cosine Score: 0.4787014126777649, Label: 0
Pair: (MNG-5606, MNG-3423), Cosine Score: 0.7624244093894958, Label: 0
Pair: (MNG-2052, MNG-1573), Cosine Score: 0.6725939512252808, Label: 0
Pair: (MNG-3326, MNG-709), Cosine Score: 0.6684674024581909, Label: 0
Pair: (MNG-1712, MNG-5369), Cosine Score: 0.6856020092964172, Label: 0
Pair: (MNG-5764, MNG-2975), Cosine Score: 0.7513186931610107, Label: 0
Pair: (MNG-5246, MNG-15), Cosine Score: 0.7160512804985046, Label: 0
Pair: (MNG-4991, MNG-1271), Cosine Score: 0.6402667164802551, Label: 0
Pair: (MNG-5736, MNG-3588), Cosine Score: 0.6805046796798706, Label: 0
Pair: (MNG-4856, MNG-2845), Cosine Score: 0.8655135035514832, Label: 0
Pair: (MNG-5178, MNG-4048), Cosine Score: 0.6361093521118164, Label: 0
Pair: (MNG-2126, MNG-4136), Cosine Score: 0.674339771270752, Label: 0
Pair: (MNG-4617, MNG-3214), Cosine Score: 0.7518438100814819, Label: 0
Pair: (MNG-1952, MNG-5930), Cosine Score: 0.5447128415107727, Label: 0
Pair: (MNG-4637, MNG-4000), Cosine Score: 0.6924579739570618, Label: 0
Pair: (MNG-766, MNG-3084), Cosine Score: 0.5829694271087646, Label: 0
Pair: (MNG-5430, MNG-4422), Cosine Score: 0.7633971571922302, Label: 0
Pair: (MNG-4495, MNG-675), Cosine Score: 0.8115206360816956, Label: 0
Pair: (MNG-5757, MNG-395), Cosine Score: 0.6416786909103394, Label: 0
Pair: (MNG-4909, MNG-5824), Cosine Score: 0.698767364025116, Label: 0
Pair: (MNG-5271, MNG-2078), Cosine Score: 0.8106727004051208, Label: 0
Pair: (MNG-5189, MNG-5680), Cosine Score: 0.5673894882202148, Label: 0
Pair: (MNG-5391, MNG-4413), Cosine Score: 0.6668727993965149, Label: 0
Pair: (MNG-548, MNG-5774), Cosine Score: 0.7155752778053284, Label: 0
Pair: (MNG-1098, MNG-515), Cosine Score: 0.6131450533866882, Label: 0
Pair: (MNG-326, MNG-4168), Cosine Score: 0.6484941244125366, Label: 0
Pair: (MNG-2305, MNG-2975), Cosine Score: 0.636578381061554, Label: 0
Pair: (MNG-3077, MNG-851), Cosine Score: 0.8413897752761841, Label: 0
Pair: (MNG-346, MNG-4145), Cosine Score: 0.7556443810462952, Label: 0
Pair: (MNG-3141, MNG-363), Cosine Score: 0.6008695363998413, Label: 0
Pair: (MNG-2022, MNG-469), Cosine Score: 0.626698911190033, Label: 0
Pair: (MNG-4717, MNG-2175), Cosine Score: 0.6508899331092834, Label: 0
Pair: (MNG-3574, MNG-5791), Cosine Score: 0.6970144510269165, Label: 0
Pair: (MNG-2405, MNG-4729), Cosine Score: 0.6265244483947754, Label: 0
Pair: (MNG-2651, MNG-4408), Cosine Score: 0.7371091246604919, Label: 0
Pair: (MNG-2030, MNG-2599), Cosine Score: 0.62752765417099, Label: 0
Pair: (MNG-2973, MNG-5775), Cosine Score: 0.5730288028717041, Label: 0
Pair: (MNG-3203, MNG-3214), Cosine Score: 0.640930712223053, Label: 0
Pair: (MNG-464, MNG-3399), Cosine Score: 0.6737838983535767, Label: 0
Pair: (MNG-4778, MNG-3805), Cosine Score: 0.8413864970207214, Label: 0
Pair: (MNG-4308, MNG-4409), Cosine Score: 0.6721457242965698, Label: 0
Pair: (MNG-1899, MNG-175), Cosine Score: 0.6018325686454773, Label: 0
Pair: (MNG-96, MNG-5835), Cosine Score: 0.7001700401306152, Label: 0
Pair: (MNG-2495, MNG-700), Cosine Score: 0.8135015368461609, Label: 0
Pair: (MNG-3320, MNG-615), Cosine Score: 0.7307458519935608, Label: 0
Pair: (MNG-3709, MNG-4196), Cosine Score: 0.7002730965614319, Label: 0
Pair: (MNG-3128, MNG-5534), Cosine Score: 0.6666482090950012, Label: 0
Pair: (MNG-3484, MNG-3825), Cosine Score: 0.6032862067222595, Label: 0
Pair: (MNG-312, MNG-1848), Cosine Score: 0.691312313079834, Label: 0
Pair: (MNG-1982, MNG-5449), Cosine Score: 0.6387757658958435, Label: 0
Pair: (MNG-3402, MNG-506), Cosine Score: 0.6627650856971741, Label: 0
Pair: (MNG-2242, MNG-3924), Cosine Score: 0.7704830765724182, Label: 0
Pair: (MNG-2740, MNG-2946), Cosine Score: 0.7012910842895508, Label: 0
Pair: (MNG-1446, MNG-3913), Cosine Score: 0.737098753452301, Label: 0
Pair: (MNG-5873, MNG-4513), Cosine Score: 0.7885943055152893, Label: 0
Pair: (MNG-5468, MNG-5251), Cosine Score: 0.6615622043609619, Label: 0
Pair: (MNG-321, MNG-2042), Cosine Score: 0.8190389275550842, Label: 0
Pair: (MNG-4911, MNG-3646), Cosine Score: 0.6775450110435486, Label: 0
Pair: (MNG-5452, MNG-312), Cosine Score: 0.6657189130783081, Label: 0
Pair: (MNG-315, MNG-209), Cosine Score: 0.6220874190330505, Label: 0
Pair: (MNG-5650, MNG-3974), Cosine Score: 0.407111793756485, Label: 0
Pair: (MNG-3503, MNG-261), Cosine Score: 0.5585629940032959, Label: 0
Pair: (MNG-2510, MNG-2375), Cosine Score: 0.6925607919692993, Label: 0
Pair: (MNG-4537, MNG-4554), Cosine Score: 0.7392141222953796, Label: 0
Pair: (MNG-4919, MNG-2300), Cosine Score: 0.6848242282867432, Label: 0
Pair: (MNG-1982, MNG-1141), Cosine Score: 0.6182242631912231, Label: 0
Pair: (MNG-3970, MNG-5075), Cosine Score: 0.7890927791595459, Label: 0
Pair: (MNG-2727, MNG-3285), Cosine Score: 0.46244195103645325, Label: 0
