Pair: (CB-149, CB-136), Cosine Score: 0.9685993790626526, Label: 1
Pair: (CB-2007, CB-1922), Cosine Score: 0.9357166886329651, Label: 0
Pair: (CB-411, CB-2539), Cosine Score: 0.7013379335403442, Label: 0
Pair: (CB-4720, CB-5160), Cosine Score: 0.8642285466194153, Label: 0
Pair: (CB-5233, CB-4188), Cosine Score: 0.6356766223907471, Label: 0
Pair: (CB-8156, CB-3695), Cosine Score: 0.7282205820083618, Label: 0
Pair: (CB-5716, CB-5561), Cosine Score: 0.7014381289482117, Label: 0
Pair: (CB-5867, CB-1925), Cosine Score: 0.7178113460540771, Label: 0
Pair: (CB-8910, CB-7547), Cosine Score: 0.5609155297279358, Label: 0
Pair: (CB-393, CB-969), Cosine Score: 0.8558350801467896, Label: 0
Pair: (CB-1215, CB-10406), Cosine Score: 0.4607141613960266, Label: 0
Pair: (CB-6382, CB-2674), Cosine Score: 0.48166728019714355, Label: 0
Pair: (CB-1440, CB-3047), Cosine Score: 0.608780562877655, Label: 0
Pair: (CB-8028, CB-6083), Cosine Score: 0.4715738296508789, Label: 0
Pair: (CB-328, CB-4686), Cosine Score: 0.7650649547576904, Label: 0
Pair: (CB-9758, CB-1219), Cosine Score: 0.6955201625823975, Label: 0
Pair: (CB-5137, CB-9861), Cosine Score: 0.8091320395469666, Label: 0
Pair: (CB-6276, CB-9037), Cosine Score: 0.7756873369216919, Label: 0
Pair: (CB-6060, CB-9486), Cosine Score: 0.47515174746513367, Label: 0
Pair: (CB-8464, CB-6920), Cosine Score: 0.7597107291221619, Label: 0
Pair: (CB-4810, CB-8416), Cosine Score: 0.6410282850265503, Label: 0
Pair: (CB-4951, CB-2094), Cosine Score: 0.5009524822235107, Label: 0
Pair: (CB-9617, CB-9059), Cosine Score: 0.5855952501296997, Label: 0
Pair: (CB-5508, CB-9188), Cosine Score: 0.8624343872070312, Label: 0
Pair: (CB-6512, CB-1749), Cosine Score: 0.5889090895652771, Label: 0
